Giới thiệu,Diện tích,Giá nhà,Địa chỉ,Ngày đăng,Link,Pháp lý,index_,Mô tả
"Bán nhà Lê Thanh Nghị, 48m2, 4 tầng, mt 6m, 3 thoáng, gần phố, 5.2 tỷ",48 m2 4 PN 3 WC,5 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-48m2-4-tang-mt-6m-3-thoang-gan-pho-5-2-ty-id21426020,Sổ đỏ,133,
"Bán tòa nhà Lê Thanh Nghị, 115m2, 8 tầng, thang máy, 32 phòng khép kín",115 m2 32 PN 33 WC,18 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-toa-nha-le-thanh-nghi-115m2-8-tang-thang-may-32-phong-khep-kin-id21430481,Sổ đỏ,134,
"Bán nhà xây mới MP Đại Cồ Việt, 50m2, 7 tầng, thang máy, KD đỉnh, 12.6",50 m2 6 PN 6 WC,12 tỷ 600 triệu,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-xay-moi-mp-dai-co-viet-50m2-7-tang-thang-may-kd-dinh-12-6-id21459462,Sổ đỏ,135,
"Bán nhà Trần Đại Nghĩa, ô tô vào, thang máy, KD tốt, 100m2, 5 tầng, 23",100 m2 6 PN 5 WC,23 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-o-to-vao-thang-may-kd-tot-100m2-5-tang-23-id21455780,Sổ đỏ,136,
"Bán tòa nhà Lê Thanh Nghị, 116m2, 5 tầng, mt 8m, 21 phòng khép kín, 17",116 m2 21 PN 22 WC,17 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-toa-nha-le-thanh-nghi-116m2-5-tang-mt-8m-21-phong-khep-kin-17-id21430484,Sổ đỏ,137,
"Bán nhà Lê Thanh Nghị, 43m2, 4 tầng, 4 ngủ, gần phố, 5.2 tỷ",43 m2 4 PN 3 WC,5 tỷ 200 triệu,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-43m2-4-tang-4-ngu-gan-pho-5-2-ty-id21430454,Sổ đỏ,138,
"Nhà Trần Đại Nghĩa, 4 tầng, Kd sầm uất, 31m2, gần phố, 10.5 tỷ",31 m2 4 PN 3 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-tran-dai-nghia-4-tang-kd-sam-uat-31m2-gan-pho-10-5-ty-id21445670,Sổ đỏ,139,
"Nhà MP Lê Thanh Nghị, lô góc, mt 7m, vỉa hè 5m, 43m2, 5 tầng, 18.5 tỷ",43 m2 5 PN 4 WC,18 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-mp-le-thanh-nghi-lo-goc-mt-7m-via-he-5m-43m2-5-tang-18-5-ty-id21445653,Sổ đỏ,140,
"Nhà Trần Đại Nghĩa, lô góc, KD sầm uất, ngõ 5m, 4 tầng, 37m2, 7.4 tỷ",37 m2 4 PN 3 WC,7 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",16/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-tran-dai-nghia-lo-goc-kd-sam-uat-ngo-5m-4-tang-37m2-7-4-ty-id21445673,Sổ đỏ,141,
Bán nhà phố LÊ THANH NGHỊ - HAI BÀ TRƯNG 3.1 tỷ 5 tầng 33M2 cực đẹp,33 m2 3 PN 4 WC,3 tỷ 100 triệu,"Quận Hai Bà Trưng, Hà Nội",04/04/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-le-thanh-nghi-hai-ba-trung-3-1-ty-5-tang-33m2-cuc-dep-id21574342,Sổ đỏ,142,
"Bán gấp nhà Mới đẹp Mặt ngõ Lê Thanh Nghị giá 4,8 tỷ, 47mx3T, ở luôn",47 m2 3 PN 3 WC,4 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",30/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-gap-nha-moi-dep-mat-ngo-le-thanh-nghi-gia-4-8-ty-47mx3t-o-luon-id21517278,Sổ đỏ,143,
"Bán gấp nhà Mặt ngõ Lê Thanh Nghị giá 4tỷ, 37mx2T, ở luôn",37 m2 2 PN 2 WC,4 tỷ,"Quận Hai Bà Trưng, Hà Nội",30/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-gap-nha-mat-ngo-le-thanh-nghi-gia-4ty-37mx2t-o-luon-id21532621,Sổ đỏ,144,
"Bán nhà quận Hai Bà Trưng: 43m2, bốn tầng, măt tiền 3,6m, giá 5,3 tỷ",43 m2 4 PN 2 WC,5 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",25/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-quan-hai-ba-trung-43m2-bon-tang-mat-tien-3-6m-gia-5-3-ty-id21561439,Sổ đỏ,145,
Bán nhà tạ quang bửu 40m* 5 tầng ngõ nông thông sang đại cồ việt 4.4,40 m2 3 PN 4 WC,4 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",24/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-40m-5-tang-ngo-nong-thong-sang-dai-co-viet-4-4-id21558866,Sổ đỏ,146,
Bán nhà ngõ 39 Tạ Quang Bửu Hai Bà Trưng. 60m2 x 4T ô tô vào dân trí,60 m2 4 PN 4 WC,10 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",23/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-39-ta-quang-buu-hai-ba-trung-60m2-x-4t-o-to-vao-dan-tri-id21556826,Sổ đỏ,147,
"Bán nhà phố Tạ Quang Bửu 25m2x4T *4.5 tỷ, mặt tiền 5m,ngõ vào 6m",25 m2 4 PN 4 WC,4 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",20/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-ta-quang-buu-25m2x4t-4-5-ty-mat-tien-5m-ngo-vao-6m-id21536481,Sổ đỏ,148,
"Bán nhà phố Tạ Quang Bửu 55m2x4T * 9.4 tỷ, mặt tiền 10m,ngõ vào 6m",55 m2 4 PN 4 WC,9 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",20/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-ta-quang-buu-55m2x4t-9-4-ty-mat-tien-10m-ngo-vao-6m-id21536480,Sổ đỏ,149,
"Bán nhà phố Tạ Quang Bửu 42m2 * 7.4 tỷ, mặt tiền 5m,ngõ vào 6m",42 m2 3 PN 3 WC,7 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",20/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-pho-ta-quang-buu-42m2-7-4-ty-mat-tien-5m-ngo-vao-6m-id21536477,Sổ đỏ,150,
"Bán nhà Lê Thanh Nghị, 30m ra phố, ngõ 3m, lô góc, 4 tầng, 43m2, 5.2 t",63 m2 4 PN 3 WC,6 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",05/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-30m-ra-pho-ngo-3m-lo-goc-4-tang-43m2-5-2-t-id21457295,Sổ đỏ,151,
"Bán nhà Đại Cồ Việt, ô tô vào, 63m2, 3 tầng, 6.8 tỷ",63 m2 3 PN 2 WC,6 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",05/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dai-co-viet-o-to-vao-63m2-3-tang-6-8-ty-id21457290,Sổ đỏ,152,
"Bán nhà Lê Thanh Nghị, ngõ 4m, KD tốt, lô góc, 6 tầng, 50m2, 7.45 tỷ",50 m2 5 PN 5 WC,7 tỷ 450 triệu,"Quận Hai Bà Trưng, Hà Nội",05/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-ngo-4m-kd-tot-lo-goc-6-tang-50m2-7-45-ty-id21457281,Sổ đỏ,153,
"Bán nhà đẹp Tạ Quang Bửu, 37m2, 6 tầng, ô tô gần, 4.8 tỷ",37 m2 4 PN 5 WC,4 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",04/03/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-ta-quang-buu-37m2-6-tang-o-to-gan-4-8-ty-id21528536,Sổ đỏ,154,
"Trần đại nghĩa 2 mt, sđcc, 73m, 5 tầng, mt 4.5, kinh doanh đỉnh, giá",73 m2 4 PN 3 WC,18 tỷ 700 triệu,"Quận Hai Bà Trưng, Hà Nội",24/02/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/tran-dai-nghia-2-mt-sdcc-73m-5-tang-mt-4-5-kinh-doanh-dinh-gia-id21411370,Sổ đỏ,155,
"Cần bán khu tập thể bách khoa giá 1,98 tỷ, 65m2, có sân cổng",65 m2 2 PN 1 WC,1 tỷ 980 triệu,"Quận Hai Bà Trưng, Hà Nội",25/01/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/can-ban-khu-tap-the-bach-khoa-gia-1-98-ty-65m2-co-san-cong-id21508085,Sổ đỏ,156,
"Bán nhà MP Lê Thanh Nghị, 57m2, 4 tầng, KD đỉnh, vỉa hè rộng, 17.4 tỷ",57 m2 4 PN 3 WC,17 tỷ 400 triệu,"Quận Hai Bà Trưng, Hà Nội",20/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mp-le-thanh-nghi-57m2-4-tang-kd-dinh-via-he-rong-17-4-ty-id21641595,Sổ đỏ,157,
"Bán nhà MP Lê Thanh Nghị, 76m2, 6 tầng, thang máy, mt 6.2m, 26 tỷ",76 m2 6 PN 6 WC,26 tỷ,"Quận Hai Bà Trưng, Hà Nội",20/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mp-le-thanh-nghi-76m2-6-tang-thang-may-mt-6-2m-26-ty-id21645732,Sổ đỏ,158,
"Bán CC mini Trần Đại Nghĩa 80m2x7T thang máy, doanh thu 1,1 tỷ/năm",80 m2 20 PN 20 WC,15 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-cc-mini-tran-dai-nghia-80m2x7t-thang-may-doanh-thu-1-1-ty-nam-id21591440,Sổ đỏ,159,
Bán nhà MP Trần Đại Nghĩa đoạn đẹp nhất phố 60m2 x 8T MT 5m thang máy,60 m2 5 PN 7 WC,30 tỷ,"Quận Hai Bà Trưng, Hà Nội",16/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mp-tran-dai-nghia-doan-dep-nhat-pho-60m2-x-8t-mt-5m-thang-may-id21591417,Sổ đỏ,160,
"Bán nhà phố Tạ Quang Bửu,Bách Khoa,gần Oto,nhà mới 38m2,5T chào 3.53tỷ",38 m2 5 PN 4 WC,3 tỷ 530 triệu,"Quận Hai Bà Trưng, Hà Nội",13/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-bach-khoa-gan-oto-nha-moi-38m2-5t-chao-3-53ty-id21446400,Sổ đỏ,161,
"Bán nhà mặt phố Lê Thanh Nghị, vỉa hè, thang máy, 50m2, 5T chỉ 10.5 tỷ",50 m2 4 PN 4 WC,10 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",13/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mat-pho-le-thanh-nghi-via-he-thang-may-50m2-5t-chi-10-5-ty-id21427421,Sổ đỏ,162,
"Bán nhà đẹp phố Lê Thanh Nghị, cách phố 30m, 39m2, 4 tầng chào 3.8 tỷ",39 m2 4 PN 4 WC,3 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",13/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-pho-le-thanh-nghi-cach-pho-30m-39m2-4-tang-chao-3-8-ty-id21471898,Sổ đỏ,163,
"Bán nhà phố Lê Thanh Nghị,Bách Khoa cực hiếm,gần ô tô, 40m2, 5T 3.3 tỷ",40 m2 6 PN 4 WC,3 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",13/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-bach-khoa-cuc-hiem-gan-o-to-40m2-5t-3-3-ty-id21467455,Sổ đỏ,164,
"Cực hiếm Bán nhà phố Lê Thanh Nghị, gần OTO, nhà đẹp, 24m2x3T 1.8 tỷ",25 m2 2 PN 2 WC,1 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",13/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/cuc-hiem-ban-nha-pho-le-thanh-nghi-gan-oto-nha-dep-24m2x3t-1-8-ty-id21257431,Sổ đỏ,165,
"Bán nhà phố Lê Thanh Nghị,OTO đỗ, kinh doanh,nhà mới 65m2,4tầng 6.8 tỷ",65 m2 6 PN 6 WC,6 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",13/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-oto-do-kinh-doanh-nha-moi-65m2-4tang-6-8-ty-id21362817,Sổ đỏ,166,
"Lê Thanh Nghị có nhà đẹp ở ngay Ô TÔ đón Tết 40m giá chỉ 4.89 tỉ, LH:",40 m2 40 PN 2 WC,4 tỷ 890 triệu,"Quận Hai Bà Trưng, Hà Nội",07/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/le-thanh-nghi-co-nha-dep-o-ngay-o-to-don-tet-40m-gia-chi-4-89-ti-lh-id21487821,Sổ đỏ,167,
"Mua ngay nhà cho con học Bách- Kinh – Xây 6 tầng giá 4,55 tỉ 37m2, LH:",37 m2 4 PN 5 WC,4 tỷ 550 triệu,"Quận Hai Bà Trưng, Hà Nội",07/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/mua-ngay-nha-cho-con-hoc-bach-kinh-xay-6-tang-gia-4-55-ti-37m2-lh-id21524589,Sổ đỏ,168,
"bán nhà mặt phố Lê Thanh Nghị, 76m, 6 tầng",76 m2 5 PN 5 WC,26 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",05/05/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-mat-pho-le-thanh-nghi-76m-6-tang-id21587067,Sổ đỏ,169,
Bán nhà phân lô VIP Tạ Quang Bửu 40m giá 7 tỷ5,40 m2 4 PN 4 WC,7 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",27/04/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-phan-lo-vip-ta-quang-buu-40m-gia-7-ty5-id21607124,Sổ đỏ,170,
"Nhà đẹp Lê Thanh Nghị, 50m ra phố, KD, lô góc, 40m2, Giá 6.45 tỷ",40 m2 4 PN 4 WC,6 tỷ 450 triệu,"Quận Hai Bà Trưng, Hà Nội",25/04/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/nha-dep-le-thanh-nghi-50m-ra-pho-kd-lo-goc-40m2-gia-6-45-ty-id21534879,Sổ đỏ,171,
"Bán nhà riêng 6 tầng 36m2 phố Tạ Quang Bửu giá 4,6 tỷ Mr. Vinh 0962 65",36 m2 3 PN 3 WC,4 tỷ 600 triệu,"Quận Hai Bà Trưng, Hà Nội",08/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-rieng-6-tang-36m2-pho-ta-quang-buu-gia-4-6-ty-mr-vinh-0962-65-id21713481,Sổ đỏ,172,
Nhà bán Tạ Quang Bửu gần 40m2 mặt tiền gần 4m,36 m2 3 PN 3 WC,3 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",05/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/nha-ban-ta-quang-buu-gan-40m2-mat-tien-gan-4m-id21762508,Sổ đỏ,173,
"Trung tâm Bách Khoa, Lê Thanh Nghị, 45m2, 5 tầng, mt 6m, 7.99 tỷ.",45 m2 3 PN 4 WC,7 tỷ 990 triệu,"Quận Hai Bà Trưng, Hà Nội",27/07/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/trung-tam-bach-khoa-le-thanh-nghi-45m2-5-tang-mt-6m-7-99-ty-id21725941,Sổ đỏ,174,
"Chỉ bán nhà cho nhà đầu tư thức thời, ngõ tạ quang bửu ô tô ba gác",37 m2 4 PN 5 WC,4 tỷ 600 triệu,"Quận Hai Bà Trưng, Hà Nội",25/07/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/chi-ban-nha-cho-nha-dau-tu-thuc-thoi-ngo-ta-quang-buu-o-to-ba-gac-id21744210,Sổ đỏ,175,
"Bán nhà tạ quang bửu 6 tầng, ngõ ô tô đỗ cửa, dt 37m, mt 3.1m, 4.6",37 m2 5 PN 4 WC,4 tỷ 600 triệu,"Quận Hai Bà Trưng, Hà Nội",25/07/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-6-tang-ngo-o-to-do-cua-dt-37m-mt-3-1m-4-6-id21744153,Sổ đỏ,176,
"Nhà phân Trần Đại Nghĩa, 42m2 x 5 tầng, Ô TÔ vào nhà, GIÁ RẺ BẤT NGỜ -",42 m2 7 PN 5 WC,7 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",18/07/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-phan-tran-dai-nghia-42m2-x-5-tang-o-to-vao-nha-gia-re-bat-ngo-id21734141,Sổ đỏ,177,
Bán nhà Lê Thanh Nghị 40m2 - Lô Góc - Kinh Doanh Đỉnh Với Giá 7 Tỷ 9,40 m2 5 PN 4 WC,7 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",15/07/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-40m2-lo-goc-kinh-doanh-dinh-voi-gia-7-ty-9-id21729526,Sổ đỏ,178,
Bán nhà phố Lê Thanh Nghị 45m2 giá quá hời cho một siêu phẩm chỉ 10.3,45 m2 5 PN 5 WC,10 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",14/07/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-45m2-gia-qua-hoi-cho-mot-sieu-pham-chi-10-3-id21729331,Sổ đỏ,179,
"Cần bán nhà mặt ngõ Hoa Lư, HBT giá 8 tỷ, 42m2x5T, mới đẹp, ở luôn",42 m2 3 PN 4 WC,8 tỷ,"Quận Hai Bà Trưng, Hà Nội",10/07/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/can-ban-nha-mat-ngo-hoa-lu-hbt-gia-8-ty-42m2x5t-moi-dep-o-luon-id21605149,Sổ đỏ,180,
"Nhà mới!!! Lê Thanh Nghị, 100m ra mặt phố, 35m2 – 5 tầng chỉ 4,5 tỷ.",35 m2 3 PN 2 WC,4 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",28/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/nha-moi-le-thanh-nghi-100m-ra-mat-pho-35m2-5-tang-chi-4-5-ty-id21702782,Sổ đỏ,181,
"Bán nhà Tạ Quang Bửu, Hai Bà Trưng, 38mx 6T , nhỉnh 4 tỷ.",38 m2 4 PN 5 WC,4 tỷ,"Quận Hai Bà Trưng, Hà Nội",23/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-hai-ba-trung-38mx-6t-nhinh-4-ty-id21670438,Sổ đỏ,182,
"Bán nhà Lê Thanh Nghị, HBT, DT:60mx5TxMT5m, ôtô, KD nhỉnh 10 tỷ",60 m2 8 PN 9 WC,13 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",23/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-le-thanh-nghi-hbt-dt-60mx5txmt5m-oto-kd-nhinh-10-ty-id21470127,Sổ đỏ,183,
"Bán nhà Lê Thanh Nghị, ô tô đỗ, Kd tốt, 5 tầng, 33m2, 6.1 tỷ",33 m2 6 PN 4 WC,6 tỷ 100 triệu,"Quận Hai Bà Trưng, Hà Nội",20/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-o-to-do-kd-tot-5-tang-33m2-6-1-ty-id21641192,Sổ đỏ,184,
"Bán nhà Lê Thanh Nghị, ô tô vào, KD tốt, 65m2, 5 tầng, 11 phòng, 12.3",65 m2 11 PN 7 WC,12 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",20/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-le-thanh-nghi-o-to-vao-kd-tot-65m2-5-tang-11-phong-12-3-id21641195,Sổ đỏ,185,
"Bán nhà đẹp Tạ Quang Bửu, ô tô cách 20m, 6 tầng, 4.8 tỷ",31 m2 4 PN 5 WC,4 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",20/06/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-ta-quang-buu-o-to-cach-20m-6-tang-4-8-ty-id21641182,Sổ đỏ,186,
"Bán gấp nhà phố Lê Thanh Nghị 5 tầng , giá 4 tỷ 8. Nhà mới xây.",32 m2 3 PN 4 WC,4 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",16/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-gap-nha-pho-le-thanh-nghi-5-tang-gia-4-ty-8-nha-moi-xay-id21785834,Sổ đỏ,187,
"Tôi bán nhà phố Lê Thanh Nghị, Hai Bà Trưng, ô tô, nội thất cao cấp.",52 m2 4 PN 4 WC,11 tỷ,"Quận Hai Bà Trưng, Hà Nội",11/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/toi-ban-nha-pho-le-thanh-nghi-hai-ba-trung-o-to-noi-that-cao-cap-id21797762,Sổ đỏ,188,
"Tôi bán nhà Giáo Sư, phố Tạ Quang Bửu, Hai Bà Trưng, ô tô tránh, kd.",72 m2 4 PN 4 WC,14 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",11/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/toi-ban-nha-giao-su-pho-ta-quang-buu-hai-ba-trung-o-to-tranh-kd-id21790092,Sổ đỏ,189,
💎Bán toà nhà Văn Phòng (Q. Hai Bà Trưng) 7 Tầng x100M+ Hầm xe.,100 m2 5 PN 5 WC,115 tỷ,"Quận Hai Bà Trưng, Hà Nội",10/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-toa-nha-van-phong-q-hai-ba-trung-7-tang-x100m-ham-xe-id21819912,Sổ đỏ,190,
"Hiếm!Mặt Phố Lê Thanh Nghị, 246m2x4T, Mặt Tiền Khủng 9m, KD, Giá 57 Tỷ",246 m2 2 PN 3 WC,57 tỷ,"Quận Hai Bà Trưng, Hà Nội",06/09/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/hiem-mat-pho-le-thanh-nghi-246m2x4t-mat-tien-khung-9m-kd-gia-57-ty-id21534554,Sổ đỏ,191,
"Chính chủ cần bán nhà phố trần đại nghĩa, hai bà trưng 99m 6 tầng,",99 m2 5 PN 5 WC,19 tỷ,"Quận Hai Bà Trưng, Hà Nội",31/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/chinh-chu-can-ban-nha-pho-tran-dai-nghia-hai-ba-trung-99m-6-tang-id21804907,Sổ đỏ,192,
"Bán nhà Trần Đại Nghĩa, phân lô, 2 thoáng, ô tô, kinh doanh, 21.5 tỷ.",80 m2 4 PN 4 WC,21 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",16/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-phan-lo-2-thoang-o-to-kinh-doanh-21-5-ty-id21739197,Sổ đỏ,193,
"Bán nhà Trần Đại Nghĩa – Bách Khoa, 4 tầng, mặt tiền 5m, 4.5 tỷ.",30 m2 2 PN 3 WC,4 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",15/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-tran-dai-nghia-bach-khoa-4-tang-mat-tien-5m-4-5-ty-id21534887,Sổ đỏ,194,
"Bách Khoa – Lê Thanh Nghị, hàng hiếm, ngõ to, kinh doanh, 7.5 tỷ .",30 m2 2 PN 2 WC,7 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",15/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/bach-khoa-le-thanh-nghi-hang-hiem-ngo-to-kinh-doanh-7-5-ty-id21551858,Sổ đỏ,195,
"Hiếm ! Vị trí đẹp, đẳng cấp, 3 thoáng, Bách Khoa, văn phòng, 37 tỷ.",155 m2 5 PN 5 WC,37 tỷ,"Quận Hai Bà Trưng, Hà Nội",15/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/hiem-vi-tri-dep-dang-cap-3-thoang-bach-khoa-van-phong-37-ty-id21615266,Sổ đỏ,196,
"Bán nhà Tạ Quang Bửu – Bách Khoa, 3 tầng, 65m2, 7.9 tỷ.",65 m2 2 PN 2 WC,7 tỷ 900 triệu,"Quận Hai Bà Trưng, Hà Nội",12/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-bach-khoa-3-tang-65m2-7-9-ty-id21525861,Sổ đỏ,197,
"Bán Nhà Ngõ Tự Do , Dt75m giá chưa đến 15 tỷ",75 m2 5 PN 4 WC,15 tỷ,"Quận Hai Bà Trưng, Hà Nội",12/08/2022,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ngo-tu-do-dt75m-gia-chua-den-15-ty-id21776600,Sổ đỏ,198,
